# Wave 4 bug evidence migration; archive_id=bug-evidence-wave4-20260828T160101Z; archive_manifest_sha256=70f10ce18ac52baadd0e60567e8f38dc10e746ddf1ebb77f6e77a0c33383b9c8
path	bytes	sha256	git_blob	issue_url	old_raw_url	release_asset_url
bug-reports/07b410ce-6d1f-4e75-9cd8-4feda89244b7.png	583796	dd26716f17d37cc75fa4a9bd04f783eadb8321f83db8ec7a2de1ea4fed846c20	55fe9843071ed4c6695ce80e5ab16e6d336fa5df	https://github.com/dmooney/Rundale/issues/1396	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/07b410ce-6d1f-4e75-9cd8-4feda89244b7.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/07b410ce-6d1f-4e75-9cd8-4feda89244b7.png
bug-reports/1a78da6a-cc13-463d-82ea-e3101945c41b.png	6739826	21b6f4d7b7843b3cf8c5e82e696e8cc22a3c450787f138c0488524c9b200f255	370b567a723594a268abf486ebda8973d0a3a204	https://github.com/dmooney/Rundale/issues/1387	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/1a78da6a-cc13-463d-82ea-e3101945c41b.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/1a78da6a-cc13-463d-82ea-e3101945c41b.png
bug-reports/23b2a54f-1333-40de-a326-557c8aa7e9f3.png	522137	069a9fb477c71dc94a03191446d2dc73aaba3be2a7999f3644877d0009ee99a1	02d73ed9744fb8935af4f1590fa046e77b2386d8	https://github.com/dmooney/Rundale/issues/1276	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/23b2a54f-1333-40de-a326-557c8aa7e9f3.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/23b2a54f-1333-40de-a326-557c8aa7e9f3.png
bug-reports/2447d20d-9ab1-4048-ad74-382c96b37494.png	593092	bd10bdea6a27f74c75849acd24f5d8161b57509923a08c5ed8304c8acc86912e	ba33ed99b679b992f032d6bc7c66bc05269dd757	https://github.com/dmooney/Rundale/issues/1397	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/2447d20d-9ab1-4048-ad74-382c96b37494.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/2447d20d-9ab1-4048-ad74-382c96b37494.png
bug-reports/28b39658-a559-4735-83bb-6ed41239c75f.png	6657162	e0fe1779de3e5feb85b6e96faf6b795cc7b7e2cbdb33b1d0546e8c56255f9202	55ad3fa3c5eaf3c430dea3de2c1bdd4ab7c99021	https://github.com/dmooney/Rundale/issues/1421	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/28b39658-a559-4735-83bb-6ed41239c75f.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/28b39658-a559-4735-83bb-6ed41239c75f.png
bug-reports/2caa20f6-71df-4664-96d1-34b56901b3ad.png	575329	6ec7848845cb7261789ffe526b65c61f526c5b706e8077e478a2e9ee0f3cc55a	370b29e2f4be5dcf08c63419ed8b41ad78656dfd	https://github.com/dmooney/Rundale/issues/1389	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/2caa20f6-71df-4664-96d1-34b56901b3ad.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/2caa20f6-71df-4664-96d1-34b56901b3ad.png
bug-reports/2f4eef4b-ff94-4779-85b6-7066337f7acb.png	633214	7e7de7513a0668f0223d43acd8bc1b7040fba90af77e6d7a16efcb3410e81a2c	a8ae25adf3822446faf759d37245c3440be1b86e	https://github.com/dmooney/Rundale/issues/1228	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/2f4eef4b-ff94-4779-85b6-7066337f7acb.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/2f4eef4b-ff94-4779-85b6-7066337f7acb.png
bug-reports/31beb5a3-a8a2-4aa3-a43c-369b39940975.png	529923	32503583a4db8685bcd5a9eec60a1ce0bb1c8189a069ee58cb3589a181f7ca8a	d5632e70d992eefaadbbdc25352fd516413358f8	https://github.com/dmooney/Rundale/issues/1422	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/31beb5a3-a8a2-4aa3-a43c-369b39940975.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/31beb5a3-a8a2-4aa3-a43c-369b39940975.png
bug-reports/3a118918-029f-4158-a294-98fec19df292.png	188556	ae56b5e9b86229e850d3cd9d9ed78338f3d4387a3f33d6df5aa3951ecea47a31	a911a84fd9ddf94e2fb71d4cfb5c77907eeb7558	https://github.com/dmooney/Rundale/issues/1420	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/3a118918-029f-4158-a294-98fec19df292.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/3a118918-029f-4158-a294-98fec19df292.png
bug-reports/3e5afc32-2222-46d1-a7b0-59747b4ea45d.png	501079	22516ad79ea114a9e9811b1216e89a55ac78e1a90a754ddb8d00051dbbc11a9a	8e29d67e1c4f60c50e6377c51cd17462ebab102a	https://github.com/dmooney/Rundale/issues/1225	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/3e5afc32-2222-46d1-a7b0-59747b4ea45d.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/3e5afc32-2222-46d1-a7b0-59747b4ea45d.png
bug-reports/43c66dad-a469-48de-97ed-98ee864b5c5e.png	521724	3e914a789a7555a6bb08bce327cbb9a0e113f3698e9b4e48a5c746d2f2bcde78	4b7f0d2a12145fe04e6181523963f0c9a59ef62b	https://github.com/dmooney/Rundale/issues/1275	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/43c66dad-a469-48de-97ed-98ee864b5c5e.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/43c66dad-a469-48de-97ed-98ee864b5c5e.png
bug-reports/471234b2-3649-42bf-9378-870114548f8a.png	572366	3f541cb41d70e2f6356c1a662585588e6a4c6d694bb036c285a02a581900e7ff	0cc76f55e877a306214957b968db29e74cbb2ea4	https://github.com/dmooney/Rundale/issues/1395	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/471234b2-3649-42bf-9378-870114548f8a.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/471234b2-3649-42bf-9378-870114548f8a.png
bug-reports/5c5c1971-4aee-46c2-88a7-b293c0bb7cb4.png	549061	f3a65f795ec1bd1c98de6eb18e2deee790c3abb60e58ca659ca2c3168f8f0c7a	80fcf976b7df867db0123da390f0388794d715fb	https://github.com/dmooney/Rundale/issues/1224	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/5c5c1971-4aee-46c2-88a7-b293c0bb7cb4.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/5c5c1971-4aee-46c2-88a7-b293c0bb7cb4.png
bug-reports/6ca8810a-4244-441e-b74d-71a8d80ad12b.png	282406	515db917820b24c672d14998f9ef73b7a8069865f43d312d68a1ba2f535f3990	dd99614df0d92a00750a8ca50cc032f19c527e76	https://github.com/dmooney/Rundale/issues/1161	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/6ca8810a-4244-441e-b74d-71a8d80ad12b.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/6ca8810a-4244-441e-b74d-71a8d80ad12b.png
bug-reports/7ae310ef-7906-4d15-990f-4465f5b65efe.png	385347	5af6d15e9f0521520f762fe6de34fab8319394dcfbba3a54a69e0652bb2e6360	64ff99993730f0109625a16b900835b3afb26a61	https://github.com/dmooney/Rundale/issues/1221	https://raw.githubusercontent.com/dmooney/Rundale/main/bug-reports/7ae310ef-7906-4d15-990f-4465f5b65efe.png	https://github.com/dmooney/Rundale/releases/download/bug-evidence/7ae310ef-7906-4d15-990f-4465f5b65efe.png
